path,title,page_type,navigation_status,http_status,last_modified,word_count,image_count,form_count,top_headings,external_domains,proposed_disposition,rationale
/2023-24-coming-of-age-6th-8th-grade,General 1 — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2023-12-08,864,17,0,Passages | Passages Retreat @ Lenoir | Camping Weekends @ Westchester Campgrounds | One-on-One Mentoring | Parent Only Gathering @ Lenoir | Ropes Course | High Ropes | Cooking Together,connect.intuit.com; www.facebook.com; www.instagram.com,archive/redirect,Dated or legacy program content; confirm archival and redirect destination.
/school-programs,School Programs — Wayfinders on the Hudson,program/service,current navigation,200,2024-07-10,976,12,0,Professional Development | Early Childhood | Student Community Building | Sustainability Field Trips & Retreats | School Programs | School Day Specials | Extended Day,drive.google.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/registration-1,Registration (Spring 23) — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2023-06-20,19,3,0,,operations.daxko.com; www.facebook.com; www.instagram.com,duplicate/review,Probable Squarespace copy or duplicate; compare before redirecting or archiving.
/2023-intro-rite-of-passage-6th8th-grade-1,General 1 — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2023-06-21,800,13,0,Intro to Rite of Passage | Limited space is available - registration is open! | Intro to ROP is accepting a few new participants | Program starting in March | Sunday Retreats @ Lenoir | Camping Weekends @ Westchester Campgrounds | Parent Only Gathering @ Lenoir | One-on-One Mentoring,forms.gle; operations.daxko.com; www.facebook.com; www.instagram.com,duplicate/review,Probable Squarespace copy or duplicate; compare before redirecting or archiving.
/registration-2,FALL 2023 Base Camp Registration (Copy) — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2023-07-17,475,5,0,Tuesday Base Camp | Wednesday Base Camp | Thursday Base Camp | Registration Details | Scholarships & Payment Plans | Flexible Scheduling | Payment Options | IEP/504,account.venmo.com; buy.stripe.com; connect.intuit.com; forms.gle; www.facebook.com; www.instagram.com,duplicate/review,Probable Squarespace copy or duplicate; compare before redirecting or archiving.
/internships-registration,Internships — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2026-01-06,76,3,0,Junior Mentor | Mentor in Training,connect.intuit.com; drive.google.com; forms.gle; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/jaime-schwarz-1,Jaime Schwarz — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2023-07-19,213,2,0,Jaime Schwarz | Brand Therapist/Creative Director,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/internships,Internships — Wayfinders on the Hudson,program/service,current navigation,200,2026-06-18,293,6,0,Find your way by supporting others on their journey. | Wayfinders Leadership Opportunities | Mini-Mentors (6th - 8th Graders) | Scholarships are available! | Junior Mentors | $325 & Community Service Hours Available | Mentors-in Training,docs.google.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/moon-sisters-registration,Moon Sisters Registration — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2024-07-10,35,3,0,Passages,connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/bryte-gordon,Bryte Gordon — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2023-09-27,158,2,0,"Bryte Gordon | Research Scientist, Ph.D.",www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/shigadi-mbekelu,Shigadi Mbekelu — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2023-10-30,105,2,0,Shigadi Mbekelu | M.A. Early Childhood Education,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/kathy-lebron,Kathy Lebron — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2023-11-01,66,2,0,Kathy Lebron | M.A. Pastoral Counseling,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/corporate-retreats,Corporate Retreats — Wayfinders on the Hudson,program/service,current navigation,200,2024-05-02,225,7,0,Corporate Retreats | Tune in to your senses | Tune into the seasons | Meet your team in a new way | Get to know your colleagues in a whole new light!,www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/coming-of-age-programs-passages,Coming of Age Programs (Passages) — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2024-07-10,815,12,0,Passages | What is Passages? | A Time to get into Rhythm with Nature | A Safe Space to Exhale | A Place to be Supported during the Transition into Adolescence | Schedule | A Typical Day at Passages | Morning Time,www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/fall-2025-base-camp-1st-8th-grade,Fall 2025 Base Camp (1st-8th grade) — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2025-06-23,277,6,0,"Wayfinders Base Camp | Wayfinders | Base Camp | connects us with ourselves, each other, and the earth. We create community through weekly fire circles and immersive nature connection games, social emotional learning, leadership development, and community building. | Mixed-age-groups (1st-8th) meet one day a week after school. Participants have the opportunity to connect in a mixed-age group setting and in same-age-cohorts. Offered during Fall & Spring. | In addition to Wayfinders regular flow, the season includes specialists who join us to add extra awesome programming to our already super fun afternoons with activities like: | Nature Photography, Survival Skills (Fire Techniques, Shelter Building, Foraging & Feasting), Trash to Treasures Mosaics, Forest Yoga, Dance, and more | .",connect.intuit.com; www.facebook.com; www.instagram.com,archive/redirect,Dated or legacy program content; confirm archival and redirect destination.
/family-festival,Family Festival — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2024-10-11,131,2,0,"This Event is FULL! | Registration is CLOSED! | Please join us next time! | Wayfinders Fall Festival | Service Project & Celebration! | Family Fun in the Woods! | Open to the Public | Sunday, October 20th",connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/pastworkshops,Past Workshops — Wayfinders on the Hudson,information/media,current navigation,200,2024-07-10,708,11,0,"Spring Workshops! | Check out the *NEW | * | Wayfinders workshops! | Let your child choose one or more of the following sessions, and help ensure that they spend quality time connecting with nature! This is the perfect chance to check out Wayfinders without committing to the full season. | Workshops take place at the Lenoir Preserve | 3:45 - 5:45 pm | and are open to participants in 2nd - 8th grades",mgcp03.engage.squarespace-mail.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/jennie,Jennie Brotman — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2024-09-06,207,2,0,Jennie Brotman | Board Member,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/rich,Rich Pacheco — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2024-09-06,182,2,0,Rich Pacheco | Board Member,wearopal.com; www.facebook.com; www.hudsonpickle.com; www.instagram.com; www.redantlergroup.com; www.tashfarmersmarket.org,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/new-autumn-retreat-for-women,Autumn Gathering for Women — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2024-09-19,143,2,0,Step into the Flow!,abodyofbeing.com; connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/dalya,Dalya Pinero — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2024-09-20,73,2,0,Dalya Pinero | Mentor,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/wise-owls-60,Wise Owls (65+) — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2026-02-05,147,3,0,"Wise Owls | (60+) | Wednesdays starting April 15th | 12:30 - 2:00 pm | at Lenoir Preserve | Nature has guided us through every stage of life and developed us into wise owls; we pause to bring more meaning to this moment, and feel gratitude. | When we connect with ourselves, each other, and the earth, we inspire a collective commitment to sharing our wisdom with our own and future generations.",forms.gle; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/baby-caregiver-nature-exploration-2-months-1-year,General 1 — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2025-05-07,154,2,0,"Baby & Caregiver Nature Exploration | Mommies, Daddies, Guardians, and Caregivers with babies 2 months to 1 year (recommended age - please reach out with any questions)… if you can carry your baby in a carrier or a hiking backpack for a 30 minute hike, then this program will work for you! | Let the fresh springtime air soothe you and your babe as we move through the woods. This is your time to connect with yourself and your little one, and build community with other caregivers, and with the earth. | Our time together includes both active movement (hiking and stretching), and playtime on blankets on the forest floor exploring, and songs. | Facilitated by Co-Founders: Leah Gozhansky & Gwen Merkin | Lenoir Preserve | 19 Dudley Street, Yonkers, NY | $120 for the series (Scholarships Available)",connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/wise-owls-55-1,Wise Owls (65+) — Wayfinders on the Hudson,program/service,current navigation,200,2026-07-30,214,3,0,Wise Owls | (55+) | Tuesdays or Wednesdays | Lenoir Preserve | 1:15-2:30 pm | Series (10 sessions) - $350 | Individual Session - $40 | Nature has guided us through every stage of life and developed us into wise owls.,connect.intuit.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/baby-caregiver-nature-exploration-2-months-1-year-1,General 1 — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2025-05-07,152,2,0,"Baby & Caregiver Nature Exploration | Mommies, Daddies, Guardians, and Caregivers with babies 2 months to 1 year (recommended age - please reach out with any questions)… if you can carry your baby in a carrier or a hiking backpack for a 30 minute hike, then this program will work for you! | Let the fresh springtime air soothe you and your babe as we move through the woods. This is your time to connect with yourself and your little one, and build community with other caregivers, and with the earth. | Our time together includes both active movement (hiking and stretching), and playtime on blankets on the forest floor exploring, and songs. | Facilitated by Co-Founders: Leah Gozhansky & Gwen Merkin",www.facebook.com; www.instagram.com,duplicate/review,Probable Squarespace copy or duplicate; compare before redirecting or archiving.
/take-action,Take Action — Wayfinders on the Hudson,support/action,sitemap/unlinked,200,2025-05-06,104,2,0,Donate | Volunteer,www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/motherhood-rising-6-weeks-12-months,Motherhood Rising — Wayfinders on the Hudson,program/service,current navigation,200,2026-06-23,377,3,0,,connect.intuit.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/motherhood-rising-register,Motherhood Rising — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2025-11-20,290,2,0,Motherhood Rising: Tending the Roots,connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/holiday-camps,Holiday Camps — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2025-10-04,11,2,0,,connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/winter-2026-base-camp-1st-6th-grade,WINTER 2026 Base Camp (1st-6th grade) — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2025-11-21,247,5,0,"Wayfinders Winter Base Camp | Stay active and energized at Wayfinders Winter Base Camp! | Spend Tuesday afternoons exploring the beautiful preserve, running wild in the woods, building & tending fires and shelters, discovering the wonders of wintertime, and finishing the days enjoying a cozy campfire together! | Open to 1st-6th Graders | 10 TUESDAYS from 3:45-5:45 pm | January 13th - March 23rd (SKIPS February 17th) | Lenoir Nature Preserve - 19 Dudley Street, Yonkers, NY | Program will take place outdoors in the nature preserve with indoor space and activities available.",connect.intuit.com; www.facebook.com; www.instagram.com,archive/redirect,Dated or legacy program content; confirm archival and redirect destination.
/winter-2026-base-camp-1st-6th-grade-registration,WINTER 2026 Base Camp (1st-6th grade) Registration — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2025-11-11,59,4,0,Wayfinders Winter Base Camp | TUESDAYS | Scholarships Available,connect.intuit.com; www.facebook.com; www.instagram.com,archive/redirect,Dated or legacy program content; confirm archival and redirect destination.
/fall-2026-programs-overview,Fall 2026 Programs Overview — Wayfinders on the Hudson,program/service,current navigation,200,2026-06-23,391,10,0,Motherhood Rising: Tending the Roots (6 weeks - 12 months) | Forest Tots (12 - 30 months) | Base Camp (After School Program) - Tues. & Weds 1st-8th Grades; Thurs Kindergarten only | Rose Blossoms (12-15 year old girls) | Internships - 6th-12th Grades | Wise Owls (55+) | Corporate Retreats (Adults) | School Programs (All Ages),www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/sonjaia-mccrae,Sonjaia McCrae — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2026-02-02,77,2,0,Sonjaia McCrae | Mentor,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/fall-2026-base-camp-1st-8th-grade-or-k,Fall 2026 Base Camp (1st-8th grade or K) — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2026-06-15,367,3,0,"Wayfinders Fall Base Camp | Base Camp meets after school on Tuesday and Wednesday afternoons for 1st-8th graders (some participants join us for both days), and on Thursdays for Kindergarteners! | Program will take place outdoors in the nature preserve with indoor space and activities available. | Tuesdays & Wednesdays Open to 1st-8th Graders | 10 Sessions from 3:45-5:45 pm | $685 for the season (10 sessions) | Tuesday: 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24 | Wednesday: 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, (Skip 11/11), 11/18, (skip 11/25), 12/2, 12/9",www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/stacie-bartolotta,Stacie Bartolotta — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2026-02-03,105,2,0,Stacie Bartolotta | Mentor,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/fall-2026-base-camp-k-8,Fall 2026 Base Camp (K-8) — Wayfinders on the Hudson,program/service,current navigation,200,2026-07-28,508,6,0,Wayfinders Fall Base Camp | Tuesdays (1st - 8th graders) | Wednesdays (1st-8th graders) | Thursdays (Kindergarten) | Scholarships Available,connect.intuit.com; forms.gle; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/motherhood-rising-register-1,Motherhood Rising — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2026-02-05,417,3,0,Motherhood Rising: Tending the Roots,connect.intuit.com; www.facebook.com; www.instagram.com,duplicate/review,Probable Squarespace copy or duplicate; compare before redirecting or archiving.
/motherhood-rising-register-spring26,Motherhood Rising — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2026-05-27,351,3,0,Motherhood Rising: Tending the Roots,connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/wise-owls-55-register,Wise Owls (65+) — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2026-05-17,148,3,0,Wise Owls | (55+) | 4 Thursdays | May 28-June 18th | 1:15 - 2:30 pm | at Lenoir Preserve | Series (4 sessions) - $120 | Individual Session - $40,connect.intuit.com; www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
/sayako-aizeki-nevins,Sayako Aizeki-Nevins — Wayfinders on the Hudson,person profile,sitemap/unlinked,200,2026-03-09,91,2,0,Sayako Aizeki-Nevins | Mentor,www.facebook.com; www.instagram.com,merge/review,Likely team profile; confirm current person and merge into team pattern or preserve route.
/our-mission,Our Mission — Wayfinders on the Hudson,information/media,current navigation,200,2026-04-10,70,1,0,Our Mission,www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/dance-embody-collective,Motherhood Rising — Wayfinders on the Hudson,program/service,current navigation,200,2026-06-23,88,2,0,,danceembody.com; register.capturepoint.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/rose-blossoms-12-15-year-old-girls,Rose Blossoms (12-15 year old girls) — Wayfinders on the Hudson,program/service,current navigation,200,2026-08-05,1199,16,0,"Rose Blossoms | An invitation to young women ages 12-15 to dive deeply into discovering gratitude, emotional resilience, sacred sisterhood, intuitive knowing, and Earth stewardship. | Seasonal Gatherings | Community & Circle | Growth & Stewardship | Deep Work, Lasting Impact | Rose Blossoms will: | Fall Camping Weekend Opening Ceremony",connect.intuit.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/forest-tots-12-30-months,Forest Tots (12-30 months) — Wayfinders on the Hudson,program/service,current navigation,200,2026-07-23,157,3,0,Forest Tots,connect.intuit.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/holiday-camps-1st-8th-graders,Holiday Camps (1st - 8th graders) — Wayfinders on the Hudson,program/service,current navigation,200,2026-06-23,31,3,0,"Holiday Camps! | Scholarships and Sibling Discounts are available! | Indigenous Peoples’ Day | October 12, 2026 | 9am - 3pm | Lenoir Preserve | Veteran’s Day | November 11, 2026",connect.intuit.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/fall-2026-base-camp-1st-8th-grade-or-k-1,Fall 2026 Base Camp (1st-8th grade or K) (Copy) — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2026-06-15,333,3,0,"Wayfinders Fall Base Camp | Get active & energized at Fall Base Camp! | Wayfinders | Base Camp | connects us with ourselves, each other, and the earth. We create community through weekly fire circles, where we share gratitude and sing! We play immersive nature connection games that teach about the ecosystem through the invisible teachers - nature, fun and play! There is a ton of social emotional learning through our commitment to building a community of inclusion and kindness. Seasoned Wayfinders hone their leadership development through leading new friends in activities. Our community is strong and keeps growing stronger! | “Restoration Nation”: This season we will explore our local ecosystem through planting native trees, shrubs, grasses, and forbs in our ecosystem restoration project at Lenoir Preserve. | Same age and mixed age opportunities are available throughout Base Camp. Mixed age groups foster personal growth and village building. Younger kids look up to older kids as role models. Older kids grow into strong leaders as they facilitate activities and work with younger kids. | Base Camp meets after school on Tuesday and Wednesday afternoons for 1st-8th graders (some participants join us for both days), and on Thursdays for Kindergarteners!",www.facebook.com; www.instagram.com,duplicate/review,Probable Squarespace copy or duplicate; compare before redirecting or archiving.
/walk-talks,Walk & Talks — Wayfinders on the Hudson,program/service,current navigation,200,2026-06-16,210,2,0,Walk & Talks | We offer nature-informed walk and talk therapy for individuals seeking a therapeutic experience that extends beyond the traditional office setting.,www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/autumn-2026-womens-retreat,Autumn 2026 Women's Retreat — Wayfinders on the Hudson,program/service,current navigation,200,2026-08-04,409,4,0,Autumn 2026 Women’s Retreat,connect.intuit.com; www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/fall-2026-base-camp-k-8-2,Fall 2026 Base Camp (K-8) (Copy) — Wayfinders on the Hudson,program/service,sitemap/unlinked,200,2026-08-06,581,34,0,Wayfinders Fall Base Camp | WAYFINDERS FALL 2026 BASE CAMP | CHOOSE YOUR PROGRAM | GROWING COMMUNITY TOGETHER | Breathwork with Tal Gozhansy | Resilience with Talia Kovacs | What Kids Experience | Nature Games,forms.gle; www.facebook.com; www.instagram.com,duplicate/review,Probable Squarespace copy or duplicate; compare before redirecting or archiving.
/register-for-fall-2023,Store 1 — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2023-05-22,180,13,0,"Whatever it is, the way you tell your story online can make all the difference. | REGISTER for FALL 2023 | Filters | No results found",www.facebook.com; www.instagram.com,archive/redirect,Legacy Fall 2023 commerce content.
/register-for-fall-2023/p/autumn-2026-womens-retreat,Autumn 2026 Women's Retreat — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2026-07-23,298,2,0,Autumn 2026 Women's Retreat,www.facebook.com; www.instagram.com,archive/redirect,Legacy Fall 2023 commerce content.
/register-for-fall-2023/p/style-03-g2rtt-lmkxk,Monday Base Camp (6th-8th Grade) — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2023-05-22,114,6,0,Monday Base Camp (6th-8th Grade) | Make it stand out,www.facebook.com; www.instagram.com,archive/redirect,Legacy Fall 2023 commerce content.
/register-for-fall-2023/p/style-02-hxmaf-7z726,Monday Base Camp (4th-5th Grades) — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2023-05-22,110,5,0,Monday Base Camp (4th-5th Grades) | Make it stand out,www.facebook.com; www.instagram.com,archive/redirect,Legacy Fall 2023 commerce content.
/register-for-fall-2023/p/style-01-ej5na-jd7zx,Tuesday Base Camp (open to 2nd-8th graders) — Wayfinders on the Hudson,registration/application,sitemap/unlinked,200,2023-06-29,117,3,0,Tuesday Base Camp (open to 2nd-8th graders) | Make it stand out,www.facebook.com; www.instagram.com,archive/redirect,Legacy Fall 2023 commerce content.
/wayfinders-video,Wayfinders Video — Wayfinders on the Hudson,information/media,current navigation,200,2024-08-28,9,2,0,Wayfinders Video,www.facebook.com; www.instagram.com,keep/review,In current public navigation; migrate unless owner marks outdated.
/wayfinders-video/v/wayfinders-video,Wayfinders Video — Wayfinders on the Hudson,information/media,sitemap/unlinked,200,2024-08-28,5,1,0,Wayfinders Video,www.facebook.com; www.instagram.com,review,Public sitemap page not in current navigation; owner decision required.
